customer_id,total_revenue,revenue_share,cumulative_revenue_share
C0119,65855380,0.2587902860567181,12.918354138833624
C0375,65579710,0.25770699235835576,13.17606113119198
C0113,65271430,0.2564955519356361,13.432556683127617
C0244,64972160,0.25531951789091273,13.687876201018529
C0069,64878390,0.2549510322011553,13.942827233219685
C0129,64690070,0.2542109956745997,14.197038228894284
C0060,64410620,0.25311284780211685,14.4501510766964
C0013,64377720,0.2529835614718084,14.703134638168208
C0272,64345280,0.25285608279231886,14.955990720960527
C0221,64336800,0.25282275914244,15.208813480102966
C0384,64311810,0.2527245565468653,15.461538036649833
C0482,64020490,0.2515797634239034,15.713117800073736
C0082,63866170,0.2509733358709188,15.964091135944654
C0062,63839240,0.25086750970449917,16.214958645649155
C0169,63375830,0.2490464586914833,16.46400510434064
C0234,63256170,0.24857623369802725,16.712581338038667
C0250,63230590,0.24847571259379353,16.961057050632462
C0295,63205470,0.24837699914037875,17.20943404977284
C0165,63180540,0.24827903232534565,17.457713082098188
C0215,62827530,0.24689181750886624,17.704604899607055
C0102,62773480,0.24667941853764525,17.9512843181447
C0276,62626530,0.24610195269451998,18.19738627083922
C0356,62479450,0.2455239759935546,18.442910246832774
C0103,62476630,0.2455128943080996,18.688423141140873
C0297,62422580,0.24530049533687862,18.93372363647775
C0219,62317920,0.24488921547882156,19.178612851956572
C0459,62289100,0.24477596222534168,19.423388814181912
C0478,61995630,0.24362272029963922,19.667011534481553
C0311,61951490,0.24344926441453849,19.910460798896093
C0489,61811660,0.2428997778623493,20.15336057675844
C0422,61810690,0.24289596607692684,20.396256542835367
C0282,61527530,0.24178323910762195,20.63803978194299
C0042,61493750,0.2416504946627035,20.879690276605693
C0135,61465530,0.24153959921463952,21.121229875820333
C0491,61370730,0.24116706595891804,21.362396941779252
C0246,61368980,0.2411601890264548,21.603557130805708
C0284,61309650,0.24092704136757342,21.84448417217328
C0196,61286970,0.24083791632285018,22.08532208849613
C0168,61195700,0.2404792548223259,22.325801343318457
C0154,61178520,0.24041174299391563,22.566213086312374
C0002,61160690,0.2403416768763047,22.80655476318868
C0411,61125740,0.24020433471082508,23.046759097899503
C0006,60992880,0.23968223799821792,23.28644133589772
C0045,60965470,0.2395745255874655,23.526015861485185
C0041,60948700,0.2395086249260895,23.765524486411273
C0373,60942770,0.23948532194922845,24.0050098083605
C0016,60898100,0.2393097833360103,24.244319591696513
C0242,60722930,0.23862142204482106,24.482941013741335
C0186,60717650,0.23860067335716068,24.721541687098497
C0300,60578170,0.23805256219146406,24.95959424928996
C0063,60573240,0.2380331888902963,25.197627438180255
C0071,60419160,0.23742770445947803,25.435055142639733
C0257,60172930,0.23646010041352541,25.671515243053257
C0116,60134220,0.23630798266743913,25.907823225720698
C0026,60102980,0.23618521959878155,26.14400844531948
C0255,60102490,0.23618329405769187,26.38019173937717
C0216,60089830,0.2361335443634151,26.616325283740586
C0385,60053350,0.23599018979412484,26.852315473534713
C0160,59980970,0.23570575986744635,27.08802123340216
C0369,59977870,0.2356935778727972,27.323714811274957
C0141,59888120,0.2353408894793267,27.559055700754286
C0237,59754510,0.23481584550994958,27.793871546264235
C0192,59390920,0.23338705472463542,28.02725860098887
C0343,59151480,0.23244613317664006,28.25970473416551
C0065,59050070,0.2320476247645861,28.491752358930096
C0253,59006480,0.23187633020111667,28.723628689131214
C0447,58830780,0.23118588618181005,28.954814575313023
C0025,58809760,0.23110328439873762,29.18591785971176
C0488,58528170,0.22999672702027119,29.415914586732033
C0269,58480890,0.2298109319534936,29.645725518685527
C0374,58464410,0.22974617089806865,29.875471689583595
C0471,58365420,0.22935717230119232,30.104828861884787
C0140,58201560,0.22871325564209397,30.333542117526882
C0337,58199500,0.22870516051016584,30.56224727803705
C0032,58165930,0.22857324129714296,30.79082051933419
C0166,58111030,0.2283575021015827,31.019178021435774
C0318,58005460,0.22794264623864474,31.24712066767442
C0109,57909360,0.227565004404522,31.47468567207894
C0193,57786600,0.2270825974164168,31.701768269495357
C0355,57761570,0.22698423763381437,31.928752507129172
C0270,57707880,0.226773253345843,32.155525760475015
C0131,57656260,0.22657040348655666,32.38209616396157
C0455,57607900,0.22638036437003037,32.6084765283316
C0415,57595000,0.22632967155358724,32.834806199885186
C0261,57586180,0.22629501181397263,33.06110121169916
C0149,57543220,0.22612619294619,33.28722740464535
C0425,57482400,0.22588719007052566,33.51311459471587
C0293,57398730,0.22555839410527018,33.73867298882114
C0128,57387360,0.22551371369263773,33.96418670251378
C0499,57171990,0.2246673794385793,34.18885408195236
C0184,57050360,0.22418941298400752,34.41304349493637
C0306,57049240,0.22418501174723107,34.6372285066836
C0428,56913820,0.22365285506484914,34.86088136174845
C0225,56839930,0.22336249132787378,35.08424385307632
C0209,56741580,0.2229760077234412,35.30721986079976
C0460,56715420,0.22287320740730537,35.530093068207066
C0172,56707730,0.2228429882012242,35.75293605640829
C0377,56674980,0.22271429132226978,35.97565034773056
C0264,56501370,0.22203206032516207,36.19768240805572
C0383,56328200,0.22135155838535941,36.41903396644108
C0429,56178520,0.22076336452759152,36.63979733096867
C0054,56103080,0.2204669097932916,36.860264240761964
C0191,56028890,0.2201753671536083,37.08043960791557
C0469,55971040,0.2199480354147529,37.300387643330325
C0247,55849110,0.21946889005747314,37.519856533387795
C0461,55770880,0.219161471527989,37.739018004915785
C0236,55730670,0.21900345926836287,37.95802146418415
C0085,55654550,0.21870433235459152,38.17672579653874
C0341,55626730,0.21859500877680493,38.39532080531554
C0406,55494220,0.21807428745069038,38.61339509276623
C0326,55349670,0.21750625282922895,38.830901345595464
C0126,55322000,0.21739751870279633,39.04829886429826
C0340,55130110,0.21664345323401574,39.264942317532274
C0263,55123450,0.21661728159389862,39.48155959912617
C0123,55075400,0.21642846067683724,39.69798805980301
C0319,54752580,0.21515988276953746,39.91314794257255
C0189,54638690,0.21471233200483156,40.12786027457738
C0408,54619740,0.21463786465044415,40.34249813922782
C0314,54595560,0.21454284509218102,40.557040984320004
C0331,54547840,0.21435532096809842,40.7713963052881
C0035,54533770,0.2143000304310942,40.9856963357192
C0413,54533070,0.2142972796581089,41.19999361537731
C0010,54508210,0.21419958792037436,41.414193203297685
C0138,54457080,0.21399866360217773,41.62819186689986
C0258,54371200,0.21366118305364015,41.8418530499535
C0268,54298750,0.21337647804966312,42.05522952800316
C0414,54269830,0.21326283182861389,42.268492359831775
C0161,54232700,0.21311692297012294,42.4816092828019
C0176,54048740,0.21239401982958997,42.69400330263149
C0009,54041610,0.21236600124189697,42.90636930387338
C0055,53940970,0.21197051868012678,43.11833982255351
C0162,53940730,0.21196957555796042,43.33030939811147
C0205,53896570,0.21179604107934585,43.54210543919081
C0486,53820770,0.21149817166179638,43.75360361085261
C0358,53790030,0.2113773734309854,43.96498098428359
C0448,53741830,0.21118796306257007,44.17616894734616
C0039,53722520,0.2111120810249331,44.3872810283711
C0398,53653050,0.210839086454522,44.59812011482562
C0328,53610980,0.21067376499810633,44.808793879823725
C0381,53603960,0.21064617867473964,45.01944005849847
C0230,53600640,0.210633132151438,45.230073190649904
C0023,53343670,0.20962332338853976,45.439696514038445
C0171,53338800,0.20960418586791355,45.649300699906355
C0213,53323570,0.20954433690710514,45.85884503681346
C0156,53295180,0.2094327734141733,46.068277810227634
C0175,53235590,0.20919860403961166,46.27747641426725
C0467,53206760,0.20908531148937484,46.48656172575662
C0235,53090300,0.20862766145813721,46.69518938721476
C0396,52935440,0.20801911188027822,46.90320849909504
C0312,52920140,0.20795898784217126,47.111167486937205
C0464,52911390,0.20792460317985523,47.31909209011706
C0438,52796800,0.20747430164216402,47.526566391759225
C0249,52709760,0.20713226266982224,47.73369865442905
C0390,52697070,0.2070823950852747,47.94078104951432
C0101,52693260,0.20706742302088335,48.1478484725352
C0335,52685710,0.20703775396939922,48.354886226504604
C0001,52640600,0.20686048629887602,48.56174671280348
C0493,52616240,0.20676475939898808,48.76851147220247
C0105,52573780,0.20659790536905207,48.97510937757152
C0379,52506820,0.20633477428463107,49.18144415185615
C0365,52500540,0.20631009592127736,49.38775424777742
C0275,52499270,0.20630510523314693,49.59405935301057
C0485,52472400,0.2061995148472689,49.80025886785784
C0231,52413100,0.20596648507865828,50.006225352936504
C0443,52360250,0.20575880171826924,50.21198415465477
C0259,52219040,0.2052038922136233,50.4171880468684
C0031,52182080,0.20505865140000024,50.6222466982684
C0038,52105520,0.2047577954289239,50.82700449369732
C0498,52056060,0.20456343366913504,51.03156792736646
C0064,52021770,0.20442868508961298,51.23599661245607
C0099,52019750,0.2044207471447126,51.44041735960078
C0260,52018150,0.20441445966360333,51.64483181926438
C0302,51978350,0.2042580585710114,51.8490898778354
C0290,51960040,0.20418610620906774,52.05327598404446
C0333,51934490,0.2040857029951048,52.25736168703956
C0157,51879830,0.20387090692171095,52.46123259396127
C0349,51806430,0.20358246872582533,52.6648150626871
C0453,51744150,0.2033377285236488,52.86815279121075
C0056,51714180,0.20321995614312163,53.07137274735387
C0228,51601040,0.20277535263518567,53.274148099989056
C0407,51590180,0.20273267635715683,53.47688077634621
C0310,51400980,0.20198918171599112,53.67886995806221
C0021,51375230,0.20188799256688952,53.880757950629096
C0124,51329600,0.20170868146500587,54.0824666320941
C0492,51225690,0.20130034886371873,54.28376698095782
C0433,51222820,0.20128907069447902,54.4850560516523
C0227,51113410,0.20085912487687896,54.68591517652918
C0198,51107370,0.2008353896356916,54.88675056616487
C0015,51005500,0.20043507357281873,55.08718563973769
C0301,50854440,0.19984145676259416,55.28702709650028
C0273,50756990,0.1994585098662855,55.486485606366564
C0280,50723520,0.19932698362083193,55.68581258998739
C0286,50682130,0.19916433434388767,55.88497692433128
C0395,50643860,0.19901394565510644,56.08399086998639
C0080,50588120,0.19879490553196388,56.28278577551835
C0030,50515670,0.19851020052798685,56.48129597604633
C0047,50441290,0.1982179112499218,56.67951388729625
C0329,50414010,0.19811070969700953,56.877624596993265
C0274,50332620,0.1977908733923347,57.0754154703856
C0211,50253990,0.1974818829925733,57.27289735337818
C0363,50237880,0.19741857591715478,57.47031592929533
C0251,50171060,0.19715599498733083,57.667471924282665
C0050,50086150,0.19682232622421572,57.86429425050688
C0424,50065860,0.19674259310439937,58.06103684361128
C0173,50058960,0.19671547834211583,58.25775232195339
C0315,50056680,0.1967065186815352,58.45445884063493
C0496,49977230,0.19639430594770532,58.650853146582634
C0088,49923700,0.19618395040784486,58.847037096990476
C0190,49869830,0.1959722587782487,59.043009355768724
C0256,49845250,0.1958756673497082,59.238885023118435
C0439,49820310,0.1957776612379182,59.434662684356354
C0152,49749000,0.1954974360642315,59.630160120420584
C0077,49739710,0.19546092937704107,59.825621049797626
C0436,49724270,0.19540025518433704,60.021021304981964
C0217,49708160,0.19533694810891852,60.21635825309088
C0449,49669150,0.19518365146012429,60.41154190455101
C0093,49642790,0.19508006520884982,60.60662196975986
C0419,49492260,0.19448853112674266,60.8011105008866
C0399,49461920,0.19436930476620903,60.99547980565281
C0410,49311570,0.19377847802572665,61.18925828367854
C0378,49279070,0.19365076356569555,61.38290904724423
C0146,49274960,0.19363461259859624,61.57654365984283
C0232,49272940,0.19362667465369585,61.77017033449652
C0376,49197710,0.19333104515129154,61.96350137964781
C0081,49127920,0.1930567930846586,62.15655817273247
C0004,49040570,0.1927135359128519,62.34927170864532
C0024,49014090,0.19260947810049422,62.54188118674581
C0073,48992520,0.19252471499579052,62.7344059017416
C0327,48891270,0.19212683533184746,62.92653273707345
C0354,48835850,0.1919090527049267,63.11844178977838
C0445,48822870,0.19185804551442814,63.31029983529281
C0450,48802430,0.19177772294325782,63.50207755823607
C0158,48735540,0.19151486693613531,63.693592425172206
C0321,48683300,0.19130958067791917,63.88490200585012
C0401,48565440,0.19084642910071098,64.07574843495084
C0367,48346630,0.18998657676226768,64.2657350117131
C0188,48293510,0.18977783238944146,64.45551284410254
C0364,48290310,0.18976525742722303,64.64527810152977
C0458,48276200,0.18970980970319107,64.83498791123296
C0357,48125180,0.1891163500799942,65.02410426131296
C0457,48077820,0.18893024063916117,65.21303450195212
C0222,48043620,0.18879584573045152,65.40183034768258
C0481,47983990,0.18856151916886216,65.59039186685143
C0086,47920240,0.18831100234341652,65.77870286919484
C0059,47904570,0.18824942432530306,65.96695229352015
C0130,47762000,0.1876891704617143,66.15464146398186
C0409,47755320,0.18766292022808329,66.34230438420994
C0096,47646050,0.18723352456508024,66.52953790877501
C0106,47644410,0.1872270798969433,66.71676498867195
C0426,47615070,0.1871117832121029,66.90387677188406
C0427,47425980,0.18636872083526346,67.09024549271932
C0036,47362410,0.1861189113514426,67.27636440407076
C0397,47355040,0.18608994964158324,67.46245435371235
C0442,47299810,0.18587291365304423,67.64832726736539
C0027,47252220,0.18568590038680174,67.83401316775219
C0066,47238780,0.18563308554548427,68.01964625329768
C0181,47189990,0.18544135666840988,68.20508760996609
C0360,47187810,0.18543278997539858,68.39052039994148
C0278,47124980,0.18518588845159073,68.57570628839306
C0112,47047550,0.18488161366266126,68.76058790205573
C0072,47027920,0.18480447412880247,68.94539237618453
C0051,47017080,0.18476187644428746,69.13015425262881
C0148,46876850,0.18421081802182093,69.31436507065064
C0068,46858170,0.18413741167987074,69.49850248233051
C0245,46663320,0.1833717143710381,69.68187419670154
C0266,46658690,0.1833535199725783,69.86522771667413
C0444,46629480,0.183238734145578,70.0484664508197
C0017,46619950,0.18320128433622118,70.23166773515592
C0164,46613620,0.18317640948908284,70.414844144645
C0111,46609900,0.18316179109550387,70.5980059357405
C0074,46570120,0.18300546859642583,70.78101140433692
C0296,46533710,0.18286238910443403,70.96387379344135
C0195,46367090,0.18220762654042227,71.14608141998177
C0018,46340880,0.1821046297405018,71.32818604972228
C0202,46256330,0.18177237566063625,71.50995842538292
C0095,46147160,0.18134337296520253,71.69130179834812
C0361,46126450,0.18126198938159502,71.87256378772972
C0370,45980090,0.18068684204712876,72.05325062977684
C0185,45894360,0.1803499509499452,72.23360058072679
C0472,45819430,0.18005550035024886,72.41365608107704
C0330,45803070,0.17999121085590705,72.59364729193294
C0224,45785060,0.17992043739667135,72.77356772932961
C0463,45761800,0.179829033140046,72.95339676246967
C0029,45653420,0.17940313488840995,73.13279989735807
C0480,45569160,0.17907202041449546,73.31187191777256
C0147,45513830,0.1788545914583871,73.49072650923095
C0477,45390380,0.17836947299405356,73.669095982225
C0323,45380540,0.17833080498523185,73.84742678721024
C0033,45334540,0.17815003990334166,74.02557682711358
C0393,45246830,0.17780536804828542,74.20338219516186
C0289,45171030,0.17750749863073592,74.3808896937926
C0052,45097920,0.17722020004080136,74.5581098938334
C0098,45007740,0.17686582188678274,74.73497571572018
C0159,44984320,0.17677378888204645,74.91174950460223
C0404,44973650,0.17673185924239931,75.08848136384462
C0285,44949370,0.17663644671656686,75.2651178105612
C0011,44933810,0.17657530096277968,75.44169311152397
C0137,44868410,0.17631830017244013,75.61801141169641
C0362,44698950,0.17565237732945949,75.79366378902587
C0345,44678620,0.1755724870226154,75.96923627604849
C0417,44665420,0.17552061530346433,76.14475689135196
C0058,44614910,0.1753221273841975,76.32007901873615
C0022,44585750,0.1752075380409819,76.49528655677713
C0325,44540760,0.17503074193154192,76.67031729870867
C0389,44362320,0.17432953060083575,76.8446468293095
C0067,44311920,0.1741314749458952,77.01877830425539
C0405,44240650,0.17385140695923623,77.19262971121462
C0265,44129000,0.1734126586680832,77.3660423698827
C0090,44051020,0.17310622255752242,77.53914859244023
C0044,43843570,0.17229101133495464,77.71143960377518
C0423,43818650,0.17219308381667847,77.88363268759186
C0239,43671220,0.17161373172922045,78.05524641932108
C0218,43621310,0.17141760161536956,78.22666402093645
C0127,43586400,0.17128041663691773,78.39794443757337
C0348,43554630,0.17115557084014268,78.56910000841351
C0075,43533480,0.17107245819923014,78.74017246661275
C0040,43439870,0.17070460125758363,78.91087706787033
C0014,43395470,0.17053012365680267,79.08140719152713
C0446,43391360,0.17051397268970336,79.25192116421684
C0324,43386470,0.17049475657556326,79.4224159207924
C0114,43340450,0.17031391290015924,79.59272983369256
C0203,43333790,0.1702877412600421,79.7630175749526
C0432,43308880,0.17018985303852285,79.93320742799112
C0387,43291870,0.17012300925498042,80.1033304372461
C0287,43261120,0.17000217172741255,80.27333260897352
C0223,43216770,0.16982789061041623,80.44316049958394
C0338,43157630,0.16959548958991655,80.61275598917386
C0220,43066280,0.16923651371533682,80.7819925028892
C0019,43064130,0.16922806491259632,80.9512205678018
C0097,43037580,0.16912373202294012,81.12034429982474
C0434,42930130,0.1687014883696988,81.28904578819443
C0118,42906280,0.16860776560441443,81.45765355379885
C0346,42873560,0.1684791866157308,81.62613274041458
C0012,42822150,0.16827716198834006,81.79440990240292
C0210,42817450,0.16825869251258174,81.9626685949155
C0133,42807750,0.16822057465835705,82.13088916957386
C0320,42807100,0.16821802036915645,82.29910718994302
C0298,42797160,0.1681789593927654,82.46728614933578
C0470,42659850,0.16763937562332318,82.6349255249591
C0233,42607030,0.16743181015320494,82.8023573351123
C0391,42554570,0.1672256593663363,82.96958299447864
C0214,42524620,0.16710796557932298,83.13669096005796
C0497,42503770,0.16702603184111842,83.30371699189908
C0368,42468360,0.1668868820248199,83.4706038739239
C0465,42438980,0.1667714281529518,83.63737530207686
C0144,42387320,0.16656842110663772,83.8039437231835
C0299,42381340,0.16654492164599202,83.97048864482949
C0416,42362580,0.16647120092998638,84.13695984575948
C0122,42300750,0.1662282290818718,84.30318807484134
C0386,42278620,0.16614126535877985,84.46932934020012
C0400,42250310,0.16603001623990352,84.63535935644002
C0474,42219110,0.16590741035827367,84.80126676679829
C0308,42189220,0.16578995235180197,84.9670567191501
C0388,41959050,0.1648854588974832,85.13194217804758
C0484,41941080,0.16481484262527524,85.29675702067286
C0372,41848360,0.16445048309499571,85.46120750376785
C0352,41846330,0.1644425058533384,85.6256500096212
C0199,41788400,0.16421485974042757,85.78986486936162
C0313,41705840,0.1638904257151916,85.95375529507682
C0167,41587150,0.16342401250715802,86.11717930758398
C0441,41532900,0.1632108276007984,86.28039013518477
C0332,41463910,0.16293971927472006,86.44332985445949
C0305,41460360,0.162925768926009,86.60625562338551
C0087,41444460,0.16286328708248607,86.769118910468
C0281,41345180,0.16247314887965875,86.93159205934765
C0057,41341790,0.16245982727905856,87.09405188662672
C0136,41124050,0.16160417969360708,87.25565606632033
C0120,41105250,0.1615303017905737,87.4171863681109
C0451,41063830,0.16136753462335868,87.57855390273426
C0317,40944770,0.16089966743531856,87.73945357016957
C0339,40846800,0.1605146771076494,87.89996824727723
C0208,40653790,0.15975621040209237,88.05972445767932
C0163,40457330,0.15898418631539357,88.21870864399472
C0473,40406800,0.1587856198026129,88.37749426379733
C0048,40336880,0.15851085687813982,88.53600512067547
C0316,40257180,0.15819766172538663,88.69420278240085
C0402,40181870,0.15790171784892684,88.85210450024978
C0089,40101850,0.15758726519995178,89.00969176544973
C0100,40056040,0.15740724675644333,89.16709901220618
C0132,40004370,0.15720420041337232,89.32430321261955
C0003,39965740,0.1570523970413415,89.4813556096609
C0452,39890320,0.1567560209005555,89.63811163056145
C0252,39885550,0.1567372763474986,89.79484890690895
C0243,39757700,0.15623486731011468,89.95108377421907
C0382,39722420,0.15609622835165632,90.10718000257073
C0043,39495710,0.15520533157523625,90.26238533414596
C0094,39474600,0.15512237612135144,90.41750771026732
C0431,39337010,0.1545816920427151,90.57208940231003
C0194,39279180,0.15435443889737363,90.7264438412074
C0344,39253370,0.15425301396773045,90.88069685517513
C0418,39210750,0.1540855311896835,91.03478238636481
C0226,39194740,0.15402261708183435,91.18880500344665
C0143,39164970,0.15390563063644583,91.34271063408309
C0121,39128960,0.15376412301473136,91.49647475709781
C0350,39052200,0.15346248110851637,91.64993723820633
C0187,38937400,0.15301135433892957,91.80294859254526
C0092,38901670,0.15287094702640922,91.95581953957168
C0412,38694470,0.15205671822276476,92.10787625779444
C0267,38686930,0.15202708846803753,92.25990334626248
C0008,38574950,0.15158704338390572,92.41149038964639
C0037,38561970,0.15153603619340716,92.5630264258398
C0437,38523930,0.15138655133003537,92.71441297716983
C0125,38490080,0.15125353180781836,92.86566650897765
C0020,38461450,0.15114102519272016,93.01680753417037
C0212,38459600,0.15113375529268763,93.16794128946306
C0115,38312450,0.1505555035144237,93.31849679297748
C0262,38179240,0.1500320314153239,93.4685288243928
C0053,38021810,0.14941338257093323,93.61794220696373
C0139,38021440,0.14941192859092672,93.76735413555465
C0170,37935380,0.14907374070076435,93.91642787625543
C0494,37868420,0.14881060961634335,94.06523848587177
C0007,37839490,0.1486969240985372,94.2139354099703
C0351,37753190,0.14835779308620842,94.36229320305651
C0430,37535780,0.14750344229373574,94.50979664535025
C0079,37415140,0.14702936621810025,94.65682601156836
C0392,37128430,0.1459026889000843,94.80272870046844
C0366,36772070,0.14450230967003244,94.94723101013847
C0454,36757440,0.14444481851464,95.09167582865311
C0500,36693490,0.1441935157540557,95.23586934440716
C0487,36312870,0.14269780259168527,95.37856714699885
C0283,36153120,0.1420700368996862,95.52063718389853
C0336,36133900,0.14199450853286166,95.66263169243139
C0229,36130700,0.1419819335706432,95.80461362600204
C0277,35987190,0.14141798581190276,95.94603161181394
C0117,35972400,0.14135986590839938,96.08739147772233
C0182,35873070,0.14096953122178738,96.22836100894412
C0155,35744630,0.14046480367574443,96.36882581261986
C0151,35615980,0.13995925089780595,96.50878506351766
C0248,35510400,0.13954435573811103,96.64832941925577
C0150,35468440,0.13937946654602165,96.78770888580179
C0179,35257010,0.13854861521419465,96.92625750101598
C0104,35121810,0.13801732306046524,97.06427482407645
C0078,34591140,0.1359319620603204,97.20020678613677
C0334,34503010,0.135585639741473,97.33579242587825
C0271,34224570,0.13449146084144034,97.4702838867197
C0204,34104450,0.13401942819716536,97.60430331491686
C0034,33729240,0.13254497458029546,97.73684828949716
C0108,33566370,0.13190494830013344,97.86875323779729
C0028,33463430,0.13150042748426874,98.00025366528156
C0091,33399030,0.13124735636962248,98.13150102165119
C0322,32591500,0.12807402535704035,98.25957504700823
C0183,32501510,0.12772039384140346,98.38729544084963
C0177,31520790,0.12386648229550479,98.51116192314514
C0479,31298140,0.12299154000239935,98.63415346314754
C0061,31227160,0.12271261162169143,98.75686607476923
C0238,30976180,0.12172634161619583,98.87859241638543
C0292,30669960,0.12052299632540427,98.99911541271084
C0279,30576800,0.12015690773781972,99.11927232044866
C0303,30524560,0.11995162147960356,99.23922394192826
C0309,30418360,0.11953428992097885,99.35875823184924
C0145,29769500,0.11698448055064703,99.47574271239988
C0174,29047310,0.11414650806172812,99.5898892204616
C0353,28192110,0.11078584940884804,99.70067506987044
C0456,26909060,0.10574387901060461,99.80641894888105
C0180,26408930,0.10377853030613209,99.91019747918718
C0347,22852400,0.08980252081276495,99.99999999999994
