customer_id,total_revenue,total_units,total_orders,products_purchased,branches_used,first_order_date,last_order_date,average_order_value,purchase_frequency,customer_purchase_status,customer_value_segment,order_frequency_segment,revenue_score,order_score,unit_score,customer_performance_score,performance_category
C0011,44933810,2717,41,30,1,2019-01-03,2024-11-22,1095946.5853658537,0.015090172984909826,Repeat Customer,Medium Value,Medium Frequency,52.32343879654883,65.07936507936508,58.73324686554259,57.43217829519245,Medium Performance
C0012,42822150,2001,38,30,1,2019-01-28,2024-10-10,1126898.6842105263,0.01899050474762619,Repeat Customer,Low Value,Medium Frequency,49.864503915017075,60.317460317460316,43.255512321660184,51.67859251707867,Low Performance
C0013,64377720,3585,49,30,1,2019-01-02,2024-10-27,1313831.0204081633,0.013668061366806136,Repeat Customer,High Value,High Frequency,74.96501392339884,77.77777777777779,77.49675745784695,76.31519178660216,High Performance
C0014,43395470,2054,31,30,1,2019-02-17,2024-12-21,1399853.8709677418,0.015092502434274586,Repeat Customer,Medium Value,Low Frequency,50.53210975415775,49.2063492063492,44.40121054907047,48.90820174879772,Low Performance
C0015,51005500,2619,38,30,1,2019-02-18,2024-11-16,1342250.0,0.014509354715540282,Repeat Customer,Medium Value,Medium Frequency,59.39365385524555,60.317460317460316,56.6147859922179,59.11502222130445,Medium Performance
C0016,60898100,3051,41,30,1,2019-01-18,2024-12-18,1485319.512195122,0.013438216978039987,Repeat Customer,High Value,Medium Frequency,70.91314999053297,65.07936507936508,65.95330739299611,68.17104599767524,High Performance
C0017,46619950,2469,40,30,1,2019-01-31,2024-12-21,1165498.75,0.016200891049007696,Repeat Customer,Medium Value,Medium Frequency,54.28687441646205,63.49206349206349,53.37224383916991,56.86550502368405,Medium Performance
C0018,46340880,2257,36,30,1,2019-05-31,2024-12-24,1287246.6666666667,0.01595037660611431,Repeat Customer,Medium Value,Low Frequency,53.96190971694173,57.14285714285714,48.78945092952875,53.881702187233756,Medium Performance
C0019,43064130,2359,43,30,1,2019-01-19,2024-12-10,1001491.3953488372,0.018228062738448497,Repeat Customer,Medium Value,Medium Frequency,50.14627894633512,68.25396825396825,50.99437959360138,55.748205868078315,Medium Performance
C0020,38461450,2338,41,30,1,2019-01-26,2024-10-17,938084.1463414634,0.017536355859709155,Repeat Customer,Low Value,Medium Frequency,44.786661204592335,65.07936507936508,50.54042369217466,52.025224864540625,Low Performance
C0021,51375230,2628,47,30,1,2019-01-16,2024-11-01,1093090.0,0.017884322678843226,Repeat Customer,Medium Value,High Frequency,59.8241881239009,74.60317460317461,56.809338521400775,63.65491414718299,Medium Performance
C0022,44585750,2583,39,30,1,2019-01-13,2024-11-06,1143224.358974359,0.015098722415795587,Repeat Customer,Medium Value,Medium Frequency,51.91813828658702,61.904761904761905,55.83657587548638,55.69781288981936,Medium Performance
C0023,53343670,2461,37,30,1,2019-01-05,2024-12-27,1441720.810810811,0.015034538805363673,Repeat Customer,Medium Value,Medium Frequency,62.116349635793135,58.730158730158735,53.19930825767402,59.31708408847899,Medium Performance
C0024,49014090,2666,48,30,1,2019-01-22,2024-09-17,1021126.875,0.01800450112528132,Repeat Customer,Medium Value,High Frequency,57.07474479202934,76.19047619047619,57.63078253350626,62.920671759858784,Medium Performance
C0025,58809760,3107,44,30,1,2019-01-29,2024-09-21,1336585.4545454546,0.014161570646926296,Repeat Customer,High Value,High Frequency,68.48137021987955,69.84126984126983,67.16385646346735,68.6258373550142,High Performance
C0026,60102980,3118,41,30,1,2019-01-09,2024-12-29,1465926.3414634147,0.013149454778704297,Repeat Customer,High Value,Medium Frequency,69.98726783952215,65.07936507936508,67.40164288802421,67.99777202117545,High Performance
C0027,47252220,2664,44,30,1,2019-03-25,2024-12-26,1073914.0909090908,0.016516516516516516,Repeat Customer,Medium Value,High Frequency,55.023124929113756,69.84126984126983,57.58754863813229,59.981453144564284,Medium Performance
C0028,33463430,2094,34,30,1,2019-01-22,2024-11-13,984218.5294117647,0.01623686723973257,Repeat Customer,Low Value,Low Frequency,38.96668747937457,53.96825396825397,45.26588845654994,44.726997621473465,Low Performance
C0029,45653420,2565,38,30,1,2019-01-16,2024-06-30,1201405.7894736843,0.014814814814814815,Repeat Customer,Medium Value,Medium Frequency,53.16139288484859,60.317460317460316,55.447470817120625,55.76542870108651,Medium Performance
C0030,50515670,2832,38,30,1,2019-01-30,2024-09-02,1329359.7368421052,0.013418079096045197,Repeat Customer,Medium Value,Medium Frequency,58.82326843665512,60.317460317460316,61.21919584954605,59.75071148347486,Medium Performance
C0031,52182080,2659,40,30,1,2019-04-11,2024-08-13,1304552.0,0.01504324934185784,Repeat Customer,Medium Value,Medium Frequency,60.76372934226176,63.49206349206349,57.47946389969736,60.925376498689396,Medium Performance
C0032,58165930,3056,45,30,1,2019-01-23,2024-10-25,1292576.2222222222,0.014725130890052356,Repeat Customer,High Value,High Frequency,67.73165859737564,71.42857142857143,66.06139213143103,68.50667915354545,High Performance
C0033,45334540,2412,34,30,1,2019-03-05,2024-12-12,1333368.8235294118,0.014096185737976783,Repeat Customer,Medium Value,Low Frequency,52.790071197160785,53.96825396825397,52.14007782101168,53.01352735325892,Medium Performance
C0034,33729240,1992,33,30,1,2019-01-05,2024-10-06,1022098.1818181818,0.016566265060240965,Repeat Customer,Low Value,Low Frequency,39.27621149406442,52.38095238095239,43.060959792477306,43.96458341981338,Low Performance
C0035,54533770,3072,46,30,1,2019-01-07,2024-11-12,1185516.7391304348,0.014973958333333334,Repeat Customer,Medium Value,High Frequency,63.50216856616589,73.01587301587301,66.40726329442282,66.9372988467294,Medium Performance
C0036,47362410,2544,39,30,1,2019-03-26,2024-12-23,1214420.7692307692,0.015330188679245283,Repeat Customer,Medium Value,Medium Frequency,55.15143632138143,61.904761904761905,54.99351491569391,57.145849715258066,Medium Performance
C0037,38561970,2071,38,30,1,2019-06-12,2024-10-25,1014788.6842105263,0.01834862385321101,Repeat Customer,Low Value,Medium Frequency,44.9037123086013,60.317460317460316,44.76869865974925,49.5008339814886,Low Performance
C0038,52105520,2784,41,30,1,2019-01-08,2024-11-29,1270866.3414634147,0.014727011494252873,Repeat Customer,Medium Value,Medium Frequency,60.67457860088764,65.07936507936508,60.18158236057069,61.897415296367484,Medium Performance
C0039,53722520,3061,40,30,1,2019-04-17,2024-11-28,1343063.0,0.013067624959163672,Repeat Customer,Medium Value,Medium Frequency,62.557503741978934,63.49206349206349,66.16947686986597,63.56026629258171,Medium Performance
C0040,43439870,2696,45,30,1,2019-02-23,2024-12-21,965330.4444444445,0.01669139465875371,Repeat Customer,Medium Value,High Frequency,50.58381159476656,71.42857142857143,58.27929096411587,58.376335418777884,Medium Performance
C0041,60948700,3138,42,30,1,2019-01-11,2024-06-11,1451159.5238095238,0.01338432122370937,Repeat Customer,High Value,Medium Frequency,70.97207145753312,66.66666666666666,67.83398184176394,69.05283209711934,High Performance
C0042,61493750,3165,44,30,1,2019-01-25,2024-10-13,1397585.2272727273,0.013902053712480253,Repeat Customer,High Value,High Frequency,71.6067581292411,69.84126984126983,68.41763942931259,70.43928790286401,High Performance
C0043,39495710,2535,37,30,1,2019-04-04,2024-06-14,1067451.6216216215,0.014595660749506903,Repeat Customer,Low Value,Medium Frequency,45.99101133225163,58.730158730158735,54.79896238651103,51.574345762475645,Low Performance
C0044,43843570,2372,38,30,1,2019-01-05,2024-11-17,1153778.1578947369,0.016020236087689713,Repeat Customer,Medium Value,Medium Frequency,51.05390242931113,60.317460317460316,51.275399913532205,53.8772692926001,Medium Performance
C0045,60965470,2991,43,30,1,2019-02-02,2024-12-15,1417801.6279069767,0.014376462721497826,Repeat Customer,High Value,Medium Frequency,70.99159938246576,68.25396825396825,64.65629053177692,68.90324827377874,High Performance
C0046,76069120,3471,51,30,1,2019-02-03,2024-12-09,1491551.3725490195,0.014693171996542784,Repeat Customer,High Value,High Frequency,88.57913327686498,80.95238095238095,75.03242542153048,83.58176600845286,High Performance
C0047,50441290,2568,36,30,1,2019-04-06,2024-08-25,1401146.9444444445,0.014018691588785047,Repeat Customer,Medium Value,Low Frequency,58.736656209076656,57.14285714285714,55.512321660181584,57.613649579431794,Medium Performance
C0048,40336880,2181,34,30,1,2019-01-16,2024-10-06,1186378.8235294118,0.015589179275561669,Repeat Customer,Low Value,Low Frequency,46.970516676056064,53.96825396825397,47.146562905317765,49.10504710956778,Low Performance
C0049,66038070,3157,42,30,1,2019-01-25,2024-12-25,1572335.0,0.013303769401330377,Repeat Customer,High Value,Medium Frequency,76.8984182264359,66.66666666666666,68.2447038478167,72.09814988278129,High Performance
C0050,50086150,2194,30,30,1,2019-01-11,2024-12-14,1669538.3333333333,0.013673655423883319,Repeat Customer,Medium Value,Low Frequency,58.32311135155831,47.61904761904761,47.42758322524859,52.93278660654316,Medium Performance
C0051,47017080,2634,37,30,1,2019-02-15,2024-11-15,1270731.8918918918,0.01404707668944571,Repeat Customer,Medium Value,Medium Frequency,54.749314775943546,58.730158730158735,56.939040207522694,56.381513048523935,Medium Performance
C0052,45097920,2379,37,30,1,2019-02-12,2024-12-11,1218862.7027027027,0.015552753257671291,Repeat Customer,Medium Value,Medium Frequency,52.51453764930362,58.730158730158735,51.42671854734111,54.16166015316765,Medium Performance
C0053,38021810,2062,31,29,1,2019-05-16,2024-09-18,1226510.0,0.015033947623666343,Repeat Customer,Low Value,Low Frequency,44.274719826095506,49.2063492063492,44.57414613056637,45.81409390106579,Low Performance
C0054,56103080,2612,42,30,1,2019-01-31,2024-12-14,1335787.619047619,0.016079632465543645,Repeat Customer,Medium Value,Medium Frequency,65.32956080683749,66.66666666666666,56.46346735840899,63.95747387510055,Medium Performance
C0055,53940970,2941,37,30,1,2019-04-01,2024-12-11,1457864.054054054,0.012580754845290717,Repeat Customer,Medium Value,Medium Frequency,62.811879126686044,58.730158730158735,63.57544314742758,61.74007581187616,Medium Performance
C0056,51714180,2686,38,30,1,2019-01-08,2024-11-10,1360899.4736842106,0.014147431124348473,Repeat Customer,Medium Value,Medium Frequency,60.21888044089094,60.317460317460316,58.06312148724601,59.81730261313277,Medium Performance
C0057,41341790,2363,35,30,1,2019-03-20,2024-12-04,1181194.0,0.014811680067710538,Repeat Customer,Low Value,Low Frequency,48.14069002394354,55.55555555555556,51.080847384349326,50.953181155508304,Low Performance
C0058,44614910,2554,41,30,1,2019-01-23,2024-12-24,1088168.536585366,0.01605324980422866,Repeat Customer,Medium Value,Medium Frequency,51.95209381974363,65.07936507936508,55.20968439256377,56.541793312194095,Medium Performance
C0059,47904570,2659,39,30,1,2019-01-21,2024-12-20,1228322.3076923077,0.014667168108311396,Repeat Customer,Medium Value,Medium Frequency,55.782757715626374,61.904761904761905,57.47946389969736,57.95870020918123,Medium Performance
C0060,64410620,3565,50,30,1,2019-01-19,2024-11-24,1288212.4,0.014025245441795231,Repeat Customer,High Value,High Frequency,75.00332452150762,79.36507936507937,77.06441850410722,76.72406977109907,High Performance
C0061,31227160,1620,32,30,1,2019-01-29,2024-09-08,975848.75,0.019753086419753086,Repeat Customer,Low Value,Low Frequency,36.36264975193597,50.79365079365079,35.019455252918284,40.423311164646876,Low Performance
C0062,63839240,3113,38,30,1,2019-03-18,2024-10-31,1679980.0,0.012206874397687119,Repeat Customer,High Value,Medium Frequency,74.3379777267539,60.317460317460316,67.29355814958929,68.72293858853291,High Performance
C0063,60573240,2940,43,30,1,2019-02-28,2024-12-19,1408680.0,0.014625850340136054,Repeat Customer,High Value,Medium Frequency,70.53486485674514,68.25396825396825,63.55382619974059,68.45438814451117,High Performance
C0064,52021770,2521,39,30,1,2019-03-21,2024-12-14,1333891.5384615385,0.015470051566838556,Repeat Customer,Medium Value,Medium Frequency,60.57705542181133,61.904761904761905,54.49632511889321,59.75922130611288,Medium Performance
C0065,59050070,2912,41,30,1,2019-01-01,2024-12-12,1440245.6097560977,0.01407967032967033,Repeat Customer,High Value,Medium Frequency,68.7612006098954,65.07936507936508,62.94855166450497,66.49412016165822,Medium Performance
C0066,47238780,2739,38,30,1,2019-01-29,2024-10-11,1243125.7894736843,0.013873676524278934,Repeat Customer,Medium Value,Medium Frequency,55.00747464222676,60.317460317460316,59.20881971465629,57.44073935928274,Medium Performance
C0067,44311920,2337,33,30,1,2019-05-29,2024-12-30,1342785.4545454546,0.014120667522464698,Repeat Customer,Medium Value,Low Frequency,51.59927533582325,52.38095238095239,50.51880674448768,51.617684731094876,Low Performance
C0068,46858170,2597,42,30,1,2019-03-11,2024-12-06,1115670.7142857143,0.016172506738544475,Repeat Customer,Medium Value,Medium Frequency,54.564271093710516,66.66666666666666,56.13921314310419,58.5099781754761,Medium Performance
C0069,64878390,3746,52,30,1,2019-02-18,2024-12-11,1247661.3461538462,0.013881473571809931,Repeat Customer,High Value,High Frequency,75.54802204361539,82.53968253968253,80.97708603545179,78.73133299080281,High Performance
C0070,68783440,3393,48,30,1,2019-02-04,2024-12-20,1432988.3333333333,0.014146772767462422,Repeat Customer,High Value,High Frequency,80.09528043707152,76.19047619047619,73.34630350194551,77.57404377606773,High Performance
C0071,60419160,3399,47,30,1,2019-01-24,2024-11-26,1285514.0425531915,0.013827596351868197,Repeat Customer,High Value,High Frequency,70.35544549636212,74.60317460317461,73.47600518806745,72.25387616674693,High Performance
C0072,47027920,2183,30,30,1,2019-06-15,2024-12-23,1567597.3333333333,0.013742556115437472,Repeat Customer,Medium Value,Low Frequency,54.76193747756967,47.61904761904761,47.18979680069174,51.104642384637465,Low Performance
C0073,48992520,2361,36,30,1,2019-03-23,2024-11-12,1360903.3333333333,0.015247776365946633,Repeat Customer,Medium Value,Low Frequency,57.04962747892277,57.14285714285714,51.03761348897535,55.8751935801136,Medium Performance
C0074,46570120,2880,45,30,1,2019-01-10,2024-12-31,1034891.5555555555,0.015625,Repeat Customer,Medium Value,High Frequency,54.22884958048149,71.42857142857143,62.2568093385214,60.99435808651645,Medium Performance
C0075,43533480,2375,35,30,1,2019-04-17,2024-10-20,1243813.7142857143,0.014736842105263158,Repeat Customer,Medium Value,Low Frequency,50.692816308716814,55.55555555555556,51.340250756593164,52.281124972343704,Low Performance
C0076,68416560,3370,49,30,1,2019-01-12,2024-12-27,1396256.3265306123,0.014540059347181009,Repeat Customer,High Value,High Frequency,79.66806486764445,77.77777777777779,72.84911370514483,77.73718850818453,High Performance
C0077,49739710,2610,38,30,1,2019-02-05,2024-12-16,1308939.7368421052,0.014559386973180077,Repeat Customer,Medium Value,Medium Frequency,57.91969726010521,60.317460317460316,56.42023346303502,58.339133417897706,Medium Performance
C0078,34591140,2156,33,30,1,2019-01-31,2024-10-08,1048216.3636363636,0.015306122448979591,Repeat Customer,Low Value,Low Frequency,40.279856008044995,52.38095238095239,46.6061392131431,45.17544156093684,Low Performance
C0079,37415140,1990,33,30,1,2019-01-25,2024-11-28,1133792.121212121,0.016582914572864323,Repeat Customer,Low Value,Low Frequency,43.56827938370474,52.38095238095239,43.01772589710333,46.101970585558746,Low Performance
C0080,50588120,2978,46,30,1,2019-02-20,2024-11-03,1099741.7391304348,0.01544660846205507,Repeat Customer,Medium Value,High Frequency,58.90763326440531,73.01587301587301,64.37527021184609,64.23363257933377,Medium Performance
C0081,49127920,2922,40,30,1,2019-01-03,2024-12-23,1228198.0,0.013689253935660506,Repeat Customer,Medium Value,Medium Frequency,57.20729480366226,63.49206349206349,63.164721141374834,60.28421067772514,Medium Performance
C0082,63866170,3363,50,30,1,2019-03-17,2024-12-18,1277323.4,0.014867677668748141,Repeat Customer,High Value,High Frequency,74.36933652332137,79.36507936507937,72.69779507133592,75.53375108545168,High Performance
C0083,74075280,3739,50,30,1,2019-05-23,2024-10-04,1481505.6,0.013372559507889811,Repeat Customer,High Value,High Frequency,86.25739458588572,79.36507936507937,80.82576740164289,83.10337458279525,High Performance
C0084,71147780,3136,47,30,1,2019-04-29,2024-12-05,1513782.5531914893,0.014987244897959183,Repeat Customer,High Value,High Frequency,82.84845002772569,74.60317460317461,67.79074794638997,77.36332698409322,High Performance
C0085,55654550,2714,44,30,1,2019-01-01,2024-09-20,1264876.1363636365,0.016212232866617538,Repeat Customer,Medium Value,High Frequency,64.8072674156602,69.84126984126983,58.66839602248163,65.08969386470739,Medium Performance
C0086,47920240,2141,30,30,1,2019-01-12,2024-11-22,1597341.3333333333,0.014012143858010275,Repeat Customer,Medium Value,Low Frequency,55.8010047391025,47.61904761904761,46.281884997838304,51.442593654833196,Low Performance
C0087,41444460,2659,41,30,1,2019-01-22,2024-12-17,1010840.487804878,0.015419330575404287,Repeat Customer,Low Value,Medium Frequency,48.26024470807207,65.07936507936508,57.47946389969736,55.14982465778503,Medium Performance
C0088,49923700,2536,39,30,1,2019-01-26,2024-12-12,1280094.8717948718,0.015378548895899053,Repeat Customer,Medium Value,Medium Frequency,58.133945495547,61.904761904761905,54.820579334198015,58.60251718604168,Medium Performance
C0089,40101850,2383,40,30,1,2019-01-02,2024-11-14,1002546.25,0.01678556441460344,Repeat Customer,Low Value,Medium Frequency,46.69683461303152,63.49206349206349,51.51318633808906,52.69867362175262,Low Performance
C0090,44051020,2830,45,30,1,2019-03-16,2024-10-22,978911.5555555555,0.015901060070671377,Repeat Customer,Medium Value,High Frequency,51.29546879945298,71.42857142857143,61.175961954172074,59.31149821913233,Medium Performance
C0091,33399030,2175,32,30,1,2019-01-09,2024-09-07,1043719.6875,0.014712643678160919,Repeat Customer,Low Value,Low Frequency,38.8916965213744,50.79365079365079,47.016861219195846,44.08731574262161,Low Performance
C0092,38901670,2301,41,30,1,2019-01-17,2024-07-30,948821.2195121951,0.017818339852238158,Repeat Customer,Low Value,Medium Frequency,45.299277967493516,65.07936507936508,49.74059662775616,52.12156783310751,Low Performance
C0093,49642790,2768,41,30,1,2019-01-24,2024-12-01,1210799.756097561,0.014812138728323699,Repeat Customer,Medium Value,Medium Frequency,57.80683819722668,65.07936507936508,59.8357111975789,60.39437086193864,Medium Performance
C0094,39474600,2188,33,30,1,2019-01-18,2024-09-20,1196200.0,0.015082266910420476,Repeat Customer,Low Value,Low Frequency,45.96642966884505,52.38095238095239,47.29788153912667,48.15707685653358,Low Performance
C0095,46147160,2419,31,30,1,2019-01-16,2024-12-26,1488618.064516129,0.012815212897891691,Repeat Customer,Medium Value,Low Frequency,53.73633132588904,49.2063492063492,52.291396454820585,52.08834971581339,Low Performance
C0096,47646050,2626,40,30,1,2019-01-02,2024-12-30,1191151.25,0.015232292460015232,Repeat Customer,Medium Value,Medium Frequency,55.48172258422568,63.49206349206349,56.7661046260268,58.14170126493725,Medium Performance
C0097,43037580,2152,30,30,1,2019-03-22,2024-12-16,1434586.0,0.013940520446096654,Repeat Customer,Medium Value,Low Frequency,50.11536264299809,47.61904761904761,46.519671422395156,48.647329891692365,Low Performance
C0098,45007740,2478,37,30,1,2019-03-14,2024-12-18,1216425.4054054054,0.01493139628732849,Repeat Customer,Medium Value,Medium Frequency,52.40952701898599,58.730158730158735,53.56679636835279,54.537170402211174,Medium Performance
C0099,52019750,3268,52,30,1,2019-01-10,2024-12-26,1000379.8076923077,0.01591187270501836,Repeat Customer,Medium Value,High Frequency,60.57470322095481,82.53968253968253,70.6441850410722,69.17809338059661,High Performance
C0100,40056040,2513,42,30,1,2019-01-25,2024-11-10,953715.2380952381,0.016713091922005572,Repeat Customer,Low Value,Medium Frequency,46.643490889646614,66.66666666666666,54.32338953739732,54.18642335230277,Medium Performance
C0101,52693260,3023,43,30,1,2019-02-26,2024-10-10,1225424.6511627906,0.014224280516043665,Repeat Customer,Medium Value,Medium Frequency,61.35897589366748,68.25396825396825,65.34803285776049,64.22528499457631,Medium Performance
C0102,62773480,2984,38,30,1,2019-03-11,2024-10-24,1651933.6842105263,0.012734584450402145,Repeat Customer,High Value,Medium Frequency,73.09694723920323,60.317460317460316,64.504971897968,67.54470609443331,High Performance
C0103,62476630,3102,42,30,1,2019-02-21,2024-08-29,1487538.8095238095,0.013539651837524178,Repeat Customer,High Value,Medium Frequency,72.751278514322,66.66666666666666,67.05577172503241,69.78679360216748,High Performance
C0104,35121810,2259,36,30,1,2019-02-27,2024-12-30,975605.8333333334,0.01593625498007968,Repeat Customer,Low Value,Low Frequency,40.89779780434859,57.14285714285714,48.83268482490272,47.358293010011984,Low Performance
C0105,52573780,2885,46,30,1,2019-03-29,2024-11-26,1142908.2608695652,0.015944540727902946,Repeat Customer,Medium Value,High Frequency,61.219846706371506,73.01587301587301,62.36489407695633,64.98766407333892,Medium Performance
C0106,47644410,2876,42,30,1,2019-03-29,2024-11-12,1134390.7142857143,0.014603616133518776,Repeat Customer,Medium Value,Medium Frequency,55.47981287659959,66.66666666666666,62.170341547773454,60.17397474785448,Medium Performance
C0107,70691460,4068,52,30,1,2019-01-01,2024-12-11,1359451.1538461538,0.012782694198623401,Repeat Customer,High Value,High Frequency,82.31708552532447,82.53968253968253,87.93774319066148,83.5079961626993,High Performance
C0108,33566370,1870,26,30,1,2019-01-03,2024-12-29,1291014.2307692308,0.013903743315508022,Repeat Customer,Low Value,Low Frequency,39.086556566587895,41.269841269841265,40.423692174664936,40.00896909917931,Low Performance
C0109,57909360,3451,48,30,1,2019-01-14,2024-12-09,1206445.0,0.013909011880614315,Repeat Customer,High Value,High Frequency,67.4328941549206,76.19047619047619,74.60008646779075,71.49360722816131,High Performance
C0110,74097790,3776,44,30,1,2019-01-25,2024-06-21,1684040.6818181819,0.011652542372881356,Repeat Customer,High Value,High Frequency,86.2836064875097,69.84126984126983,81.62559446606139,80.41930308934808,High Performance
C0111,46609900,2663,39,30,1,2019-04-09,2024-12-16,1195125.641025641,0.01464513706346226,Repeat Customer,Medium Value,Medium Frequency,54.2751716349729,61.904761904761905,57.565931690445304,57.222200727004086,Medium Performance
C0112,47047550,2724,40,30,1,2019-02-27,2024-12-01,1176188.75,0.014684287812041116,Repeat Customer,Medium Value,Medium Frequency,54.784795746289284,63.49206349206349,58.884565499351496,58.21693002063398,Medium Performance
C0113,65271430,2941,42,30,1,2019-01-13,2024-12-23,1554081.6666666667,0.014280856851411085,Repeat Customer,High Value,Medium Frequency,76.00569977859037,66.66666666666666,63.57544314742758,70.7179385187807,High Performance
C0114,43340450,2643,36,30,1,2019-01-03,2024-09-27,1203901.388888889,0.01362088535754824,Repeat Customer,Medium Value,Low Frequency,50.468041392214126,57.14285714285714,57.13359273670557,53.80359638630532,Medium Performance
C0115,38312450,2177,33,30,1,2019-05-07,2024-11-28,1160983.3333333333,0.01515847496554892,Repeat Customer,Low Value,Low Frequency,44.61315728002672,52.38095238095239,47.06009511456982,47.432883377213045,Low Performance
C0116,60134220,3001,40,30,1,2019-01-06,2024-09-25,1503355.5,0.013328890369876709,Repeat Customer,High Value,Medium Frequency,70.02364544088745,63.49206349206349,64.87246000864678,67.03393376979213,High Performance
C0117,35972400,2207,35,30,1,2019-01-01,2024-10-08,1027782.8571428572,0.0158586316266425,Repeat Customer,Low Value,Low Frequency,41.88827232244435,55.55555555555556,47.70860354517942,47.15252353692473,Low Performance
C0118,42906280,2549,39,30,1,2019-01-16,2024-12-30,1100161.0256410257,0.015300117693213025,Repeat Customer,Low Value,Medium Frequency,49.962469587323824,61.904761904761905,55.10159965412884,54.57298329591625,Medium Performance
C0119,65855380,3605,58,30,1,2019-01-07,2024-11-23,1135437.5862068965,0.01608876560332871,Repeat Customer,High Value,High Frequency,76.68568378362454,92.06349206349206,77.92909641158668,81.54770879317724,High Performance
C0120,41105250,2534,36,30,1,2019-01-02,2024-11-15,1141812.5,0.014206787687450671,Repeat Customer,Low Value,Low Frequency,47.86524963255595,57.14285714285714,54.77734543882404,52.03095104689993,Low Performance
C0121,39128960,1978,36,30,1,2019-01-22,2024-12-01,1086915.5555555555,0.01820020222446916,Repeat Customer,Low Value,Low Frequency,45.5639471420876,57.14285714285714,42.75832252485949,48.47649521887284,Low Performance
C0122,42300750,2233,33,29,1,2019-01-12,2024-11-05,1281840.9090909092,0.014778325123152709,Repeat Customer,Low Value,Low Frequency,49.25735662462438,52.38095238095239,48.27064418504107,49.99709286360612,Low Performance
C0123,55075400,2661,37,30,1,2019-01-16,2024-11-04,1488524.3243243243,0.013904547162720781,Repeat Customer,Medium Value,Medium Frequency,64.13287279879995,58.730158730158735,57.52269779507133,61.190023577461865,Medium Performance
C0124,51329600,3341,47,30,1,2019-01-11,2024-12-22,1092119.1489361702,0.01406764441783897,Repeat Customer,Medium Value,High Frequency,59.77105400257252,74.60317460317461,72.22222222222221,66.71092382668309,Medium Performance
C0125,38490080,2036,36,30,1,2019-02-17,2024-12-09,1069168.888888889,0.01768172888015717,Repeat Customer,Low Value,Low Frequency,44.819999576138066,57.14285714285714,44.01210549070471,48.35527802906712,Low Performance
C0126,55322000,2621,39,30,1,2019-03-05,2024-04-05,1418512.8205128205,0.014879816863792446,Repeat Customer,Medium Value,Medium Frequency,64.4200276162354,61.904761904761905,56.65801988759187,62.11304635706465,Medium Performance
C0127,43586400,2386,31,30,1,2019-03-01,2024-06-25,1406012.9032258065,0.012992455993294216,Repeat Customer,Medium Value,Low Frequency,50.754439313334345,49.2063492063492,51.57803718115003,50.454731854801935,Low Performance
C0128,57387360,2697,39,30,1,2019-01-02,2024-12-18,1471470.7692307692,0.014460511679644048,Repeat Customer,Medium Value,Medium Frequency,66.82504819100616,61.904761904761905,58.30090791180286,63.64413424929222,Medium Performance
C0129,64690070,3191,40,30,1,2019-01-06,2024-12-18,1617251.75,0.012535255405828893,Repeat Customer,High Value,Medium Frequency,75.32873171425837,63.49206349206349,68.97968006917424,70.50792091858307,High Performance
